parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-020,002,002-020-200,2,0.13,0.478582,3.086537,4.597798,0.13
1,2,002-020,020,002-020-200,2,0.87,-0.017165,8.094449,-1.115839,0.87
2,2,020-200,200,002-020-200,2,0.44,5.9017,2.501584,1.112198,0.44
2,2,020-200,020,002-020-200,2,0.56,1.743286,6.502018,1.43491,0.56
3,2,012-020,012,020-210,2,0.63,0.095412,1.022341,3.752909,0.63
3,2,012-020,020,020-210,2,0.37,-1.078997,6.82776,-1.107059,0.37
4,1,002,002,002,1,1,1.538338,-0.456296,6.412928,1
5,3,002-020-201,201,002-020-201,3,0.05,5.914361,-1.056812,2.840107,0.05
5,3,002-020-201,020,002-020-201,3,0.05,1.317121,6.104573,1.309455,0.05
5,3,002-020-201,002,002-020-201,3,0.9,-0.899742,0.347875,7.088664,0.9
6,1,002,002,002-200,1,1,1.283866,-0.589855,7.166058,1
7,2,002-021,021,002-021,2,0.13,-0.968549,6.184743,1.989196,0.13
7,2,002-021,002,002-021,2,0.87,1.499275,0.851125,6.762628,0.87
8,1,200,200,020-200,1,1,6.079412,-0.394465,-1.966431,1
9,1,002,002,002-021,1,1,1.745465,0.438469,7.440417,1
10,1,200,200,012-200,1,1,5.27052,0.936443,0.91244,1
11,1,210,210,210,1,1,7.413749,1.27639,-2.650015,1
12,2,012-020,020,012-020-200,2,0.5,-1.661039,7.053912,1.196003,0.5
12,2,012-020,012,012-020-200,2,0.5,-1.56247,1.638439,7.641507,0.5
13,2,012-020,012,012-020,2,0.35,-1.297984,1.845911,7.4873,0.35
13,2,012-020,020,012-020,2,0.65,-0.149142,6.954068,1.368738,0.65
14,2,002-201,201,002-020-200,2,0.11,5.801387,-0.340374,2.240559,0.11
14,2,002-201,002,002-020-200,2,0.89,-0.880925,0.322952,7.088751,0.89
15,1,201,201,002-201,1,1,7.727083,-1.94151,1.164102,1
16,1,200,200,200,1,1,8.048561,0.436666,0.808089,1
17,1,201,201,120-201,1,1,6.669716,0.814431,1.884868,1
18,2,002-200,200,002-020-200,2,0.37,6.5538,0.504756,0.898489,0.37
18,2,002-200,002,002-020-200,2,0.63,1.366577,-1.677452,6.474946,0.63
19,1,200,200,002-200,1,1,6.664277,-1.773005,-0.173301,1
20,2,012-020,012,012-020,2,0.87,-1.431763,1.823035,6.551957,0.87
20,2,012-020,020,012-020,2,0.13,2.353565,5.462148,0.8074,0.13
21,2,020-200,200,020-200,2,0.86,7.254229,0.623653,-3.625422,0.86
21,2,020-200,020,020-200,2,0.14,2.394596,5.90677,-3.016162,0.14
22,2,020-210,020,020-102-210,2,0.83,-0.02615,8.250678,-0.034362,0.83
22,2,020-210,210,020-102-210,2,0.17,5.988289,2.443569,-2.044899,0.17
23,2,020-200,020,002-020-200,2,0.36,1.026127,6.792468,1.613069,0.36
23,2,020-200,200,002-020-200,2,0.64,7.319713,1.979746,0.478726,0.64
24,2,120-200,120,120-200,2,0.04,2.576387,6.168853,-2.11869,0.04
24,2,120-200,200,120-200,2,0.96,7.167755,-1.167978,2.62375,0.96
25,1,002,002,002-200,1,1,-0.207817,0.936803,6.855302,1
26,1,200,200,002-020-200,1,1,7.01538,0.666471,0.17692,1
27,2,120-200,120,020-200,2,0.13,3.419309,5.497086,-2.926318,0.13
