1	3	29.706014	38.996841	67.564053	9.543127	0.531816	0.591204	0.471490	0.691312	3.367705	3.000000	0.013893	4.432444	2.000000	0.011695	5.375326	3.000000	16.977982	1.489139	2.000000	0.014608	0.654933	3.000000	0.036447	5.747431	3.000000	66.178385	0.473882	3.000000	0.020051	0.608001	3.000000	0.012974	2.384590	3.000000	10.236373	0.098486	3.000000	0.014339	1.193124	3.000000	0.010008	3.413449	3.000000	81.309580
2	2	1.052854	35.227119	15.054913	37.212986	0.521416	0.666535	0.778750	0.659058	0.737204	2.000000	0.015141	3.779345	2.000000	0.018528	4.760056	3.000000	11.291754	3.931863	3.000000	0.010856	0.684777	2.000000	0.042260	3.251574	3.000000	11.291754	3.237987	3.000000	0.010856	2.756130	3.000000	0.131824	4.786717	3.000000	10.177838	5.708641	2.000000	0.024307	4.760056	2.000000	0.017486	3.730260	3.000000	83.292376
3	2	56.416401	80.747484	21.718412	41.045806	0.838420	0.646397	0.852037	0.997293	1.075718	3.000000	0.052012	3.376058	2.000000	0.033663	2.467253	2.000000	38.996841	1.372090	2.000000	0.014801	3.418658	3.000000	0.104787	1.133995	3.000000	48.499775	1.819974	2.000000	0.018171	0.234383	3.000000	0.023887	1.901032	3.000000	66.044306	2.593798	3.000000	0.018528	1.196108	2.000000	0.013466	3.656174	2.000000	74.262623
4	2	55.118774	44.399271	31.159011	14.366331	0.536579	0.818860	0.718104	0.740207	0.697340	2.000000	0.018029	4.478272	2.000000	0.038058	3.286883	2.000000	87.427110	1.091789	2.000000	0.011821	5.759078	3.000000	0.014183	4.430024	3.000000	22.314482	2.145847	3.000000	0.011681	5.869597	2.000000	0.020114	0.590462	2.000000	20.033459	3.555759	3.000000	0.010621	1.109544	3.000000	0.050325	5.114983	2.000000	6.792344
5	3	59.836364	47.355729	63.318888	63.318888	0.778750	0.564643	0.666535	0.659058	0.737204	2.000000	0.018839	3.110464	2.000000	0.016531	3.264871	2.000000	85.208063	2.588468	2.000000	0.121599	0.098486	3.000000	0.121599	1.183300	3.000000	4.024358	3.568304	2.000000	0.010008	4.971321	3.000000	0.012299	2.181568	2.000000	81.567704	4.304011	3.000000	0.016010	4.247770	3.000000	0.012758	5.099710	3.000000	41.801120
6	3	55.032465	41.863930	55.032465	41.863930	0.691312	0.581565	0.766024	0.704714	5.331064	2.000000	0.015141	5.099710	2.000000	0.018528	1.489139	2.000000	23.663298	0.710929	2.000000	0.088560	5.338698	2.000000	0.017486	0.473882	2.000000	74.262623	0.635583	2.000000	0.014811	2.455747	2.000000	0.011704	0.098486	3.000000	23.663298	0.553603	3.000000	0.088560	3.051432	3.000000	0.131824	3.660062	2.000000	10.177838
7	3	83.601606	64.207365	59.836364	47.355729	0.666535	0.634876	0.521416	0.666535	4.720861	2.000000	0.018839	3.730260	3.000000	0.016531	0.743325	2.000000	85.208063	4.039489	3.000000	0.121599	3.468028	3.000000	0.248487	2.954934	3.000000	61.320092	3.950800	3.000000	0.052929	4.515988	2.000000	0.014811	3.622173	3.000000	85.443754	0.684777	3.000000	0.042260	3.278570	2.000000	0.088560	3.097467	2.000000	66.044306
8	2	64.487902	44.546845	44.651932	14.105878	0.767388	0.680678	0.609050	0.423685	5.601053	3.000000	0.016893	1.582161	2.000000	0.949800	2.158274	3.000000	35.227119	2.924307	3.000000	0.066423	4.857489	3.000000	0.026872	5.326052	2.000000	5.099746	0.762553	2.000000	0.078166	0.469069	2.000000	0.049070	3.269846	2.000000	21.745079	4.679800	2.000000	0.011961	1.366799	2.000000	0.015575	2.450135	3.000000	59.836364
9	3	75.662533	62.496380	11.806759	52.110688	0.562663	0.510666	0.841750	0.986380	1.258272	3.000000	0.015873	1.696260	3.000000	0.018839	1.210045	2.000000	60.492484	1.869245	2.000000	0.023887	2.260406	2.000000	0.015141	4.215635	3.000000	53.972204	0.595987	3.000000	0.013466	2.894972	2.000000	0.014811	3.189649	3.000000	85.443754	2.426550	2.000000	0.042260	4.155039	3.000000	0.088560	3.221555	3.000000	92.117874
10	2	29.706014	38.996841	67.564053	9.543127	0.531816	0.591204	0.471490	0.691312	3.367705	2.000000	0.013893	4.432444	2.000000	0.011695	4.247770	2.000000	36.294651	5.375326	2.000000	0.016010	1.371848	3.000000	0.012758	0.595987	3.000000	41.801120	2.612327	2.000000	0.016010	3.941993	3.000000	0.012758	3.128208	2.000000	41.801120	4.304011	2.000000	0.016090	4.247770	3.000000	0.017013	5.099710	3.000000	5.530525
