0.003,98.995
54.718,1.539	0.019,97.726
37.830,0.998	0.026,99.689
1.301,12.962	81.882,0.594
0.103,91.217	3.921,1.107
70.465,1.210	1.400,27.075
43.530,3.770	0.011,99.067
0.016,102.890
37.383,6.479	0.008,102.494
0.711,0.198	70.870,0.198
86.764,0.756	0.010,30.233	0.880,30.233
17.095,0.413	0.013,37.384
96.391,0.353	0.032,10.557
98.672,2.054	0.272,60.607
0.033,128.678	3.083,128.678
2.247,2.833	177.687,2.833	0.029,75.503
70.870,0.251
0.009,115.449
148.001,1.288	0.312,90.275
135.784,1.043	0.032,73.523
2.883,0.810	54.688,0.810	0.047,50.571
80.628,4.943	0.027,147.819	1.426,147.819
63.293,1.933	0.009,83.481
29.156,0.898	0.006,73.398
90.859,0.686	0.249,67.610
87.986,0.409
75.644,2.653	0.115,107.690
108.821,0.538	0.031,38.815
71.169,0.343	0.332,33.159	3.579,33.159
298.080,1.635	0.179,155.914
21.149,6.601	0.023,80.983
0.934,93.499	9.126,3.948
115.797,1.416	0.382,113.378
69.153,0.182	0.014,14.881
204.362,12.203	0.087,181.964
75.388,8.070	0.028,191.756
89.959,2.049	0.017,114.153
0.305,165.065	5.650,14.629
0.750,4.356	62.784,0.047
0.001,140.375
238.262,0.508	0.193,30.673	3.784,30.673
6.147,0.567	0.001,43.070
78.749,1.136	0.013,86.293	0.955,86.293
321.888,1.611	0.112,155.526
299.594,0.331	0.077,12.924
2.716,13.381	266.696,13.381	0.037,238.262
0.011,254.059
145.701,1.731	0.498,21.646
22.559,11.793	0.013,96.534
175.936,1.364	0.058,112.964
0.035,66.778
58.124,2.108	0.063,91.673	1.745,91.673
129.499,2.309	0.142,35.110	3.989,35.110
11.144,3.193	0.002,59.234
12.924,0.964	0.004,83.692
6.308,4.405	0.059,94.021
53.200,0.548	0.022,46.364
24.003,0.603	0.003,44.635
238.262,0.312	0.102,30.673	3.048,30.673
39.836,2.701	0.070,164.136
67.620,1.347	0.058,121.482
0.127,73.410
16.369,0.960	0.003,72.688
125.865,0.101
248.020,1.435	0.044,77.290
61.930,6.099	0.107,178.027
0.021,145.231	1.458,145.231
76.978,3.474	0.759,233.103
72.985,4.462	0.104,329.560
272.152,4.034	0.119,101.842	3.468,101.842
111.890,0.884	0.041,85.731
208.467,1.891	0.092,91.031
61.949,0.653	0.017,44.929
5.389,2.068	161.410,2.068	0.117,138.051
414.912,0.238
123.614,0.401	0.054,37.799
314.888,0.907	0.067,72.270	3.470,72.270
97.937,0.678	0.015,49.666	1.051,49.666
1.435,6.831	42.864,6.831	0.039,140.556
441.199,4.747	2.276,202.358
289.141,0.465	0.149,40.554
97.947,2.692	0.066,220.430
18.713,1.857	0.003,116.400
288.373,0.549	0.167,52.836
0.023,77.809	1.650,77.809
74.288,0.830	1.579,81.910
218.697,2.828	0.128,60.454
0.274,8.564	9.858,0.134
12.575,1.902	0.002,175.355
133.900,6.313	0.250,492.575
3.236,1.700	226.835,1.700	0.262,30.293
118.895,0.576	0.028,57.076	1.626,57.076
3.183,6.455	192.386,6.455	0.167,414.912
31.708,5.849	0.948,164.887
133.900,6.790	0.080,492.575
71.225,3.249	0.022,45.957	1.578,45.957
0.486,11.635	25.856,0.929
1.220,0.686	17.545,0.686
468.207,0.234
106.708,1.420	0.339,77.745
70.649,12.924	0.042,322.719	0.839,322.719
14.201,1.192	0.016,25.646
1.827,13.349	41.260,0.177
369.563,1.168	0.102,80.538
0.040,38.004	4.011,31.005
90.234,2.751	0.149,73.479	1.832,73.479
0.014,51.006
134.402,5.343	0.494,502.747
99.246,0.531	0.113,48.912
49.944,1.760	0.085,54.481	1.425,54.481
588.132,5.661	0.288,85.114
448.923,0.635	0.196,53.024
221.460,1.750	1.376,165.583
57.547,2.911	0.036,107.337
90.553,2.577	0.055,197.658
119.092,1.596	0.475,115.888
