3.373,64.684
107.598,2.115	8.827,104.845
67.126,3.301	1.157,37.966
98.660,1.276	1.602,34.397
40.747,1.597	0.951,68.460
81.666,1.416	3.032,58.828
166.352,14.337	1.909,153.197
105.240,0.434	1.327,41.777
107.956,6.358	19.468,86.655
132.417,1.419	4.876,60.576
13.928,17.039	0.210,108.830
71.273,1.712	0.915,99.458
38.118,1.132	1.084,87.143
83.248,1.937	2.583,68.132
1.416,194.993
167.833,6.520	2.450,51.043
78.815,5.224	1.035,167.141
255.934,10.784	3.492,123.279
92.848,0.222
128.568,0.490	1.558,46.254
194.993,4.951	3.947,133.382
40.784,1.168	2.453,80.374
66.548,2.848	1.698,23.686
255.934,1.768	2.974,123.279
187.854,1.360	2.697,88.682
100.936,4.212	2.355,174.978
85.695,3.204	6.428,120.198
40.779,5.874	0.533,176.877
246.971,1.079	6.747,89.118
76.677,2.586	10.752,126.658
97.030,3.729	1.568,318.698
36.512,2.895	0.398,127.819
220.077,1.068	5.853,91.013
269.099,1.326	5.063,78.853
157.995,5.355	2.061,43.154
82.065,3.651	2.664,122.276
87.365,2.159	0.936,68.465
8.056,24.011
122.193,8.339	7.972,382.002
100.373,2.133
137.092,11.100	8.988,107.839
3.420,23.566
51.655,0.466
28.396,3.250
38.557,2.922	0.449,93.520
113.199,0.354	3.605,27.279
99.549,0.304	1.070,13.656
493.253,4.592
0.488,163.828
488.136,3.247
228.756,2.194
92.447,0.956	6.688,92.660
289.286,8.963
177.717,0.139	3.231,13.097
87.517,1.208	0.917,30.242
96.329,2.510	1.031,204.126
153.420,0.295
60.615,0.791	6.441,63.496
45.658,0.741
0.244,43.028
0.606,114.266
104.142,1.334	1.075,129.968
274.950,1.445	2.888,90.470
43.659,0.119
70.739,2.945	0.873,56.688
257.514,0.516
56.940,2.587
388.235,2.233
190.974,2.288	2.789,80.725
58.233,2.692	1.185,250.844
182.405,2.633	5.968,182.299
58.820,3.253	0.748,132.545
36.525,0.261	11.134,24.144
75.921,1.023	0.923,84.140
83.196,1.563	0.905,87.735
71.842,2.347
148.437,5.228	7.574,124.224
0.586,263.198
24.001,4.816
0.084,29.914
80.352,1.845	4.741,96.646
0.223,127.460
80.479,2.818	0.849,138.844
40.945,4.193	0.484,45.629
70.740,0.369	0.886,26.964
226.830,1.728	15.113,13.768
1.993,14.117
6.340,213.060
0.045,219.610
80.576,2.106
89.079,2.713	1.271,262.416
0.332,40.826
395.245,0.451
115.906,14.835	1.871,133.460
85.185,2.943	0.891,238.570
76.651,2.049
7.480,324.954
84.813,0.510	1.201,34.494
74.202,0.725	1.251,72.061
7.357,446.938
2.722,229.373
66.916,2.229	0.927,170.608
129.399,0.631	8.712,54.781
196.377,0.160	7.803,8.618
3.084,73.144
0.583,9.300
501.484,0.978
44.224,0.484
133.799,3.237	2.611,108.555
20.746,0.142	15.001,3.460
52.520,2.433	0.644,19.452
101.457,0.157
0.295,123.548
184.876,0.414	3.114,38.180
839.446,2.848
86.018,0.023
1.220,101.950
50.884,1.575	1.143,88.842
21.405,366.081
81.823,0.110
146.183,1.133	1.487,49.549
44.260,4.677	0.477,199.104
0.700,178.493
43.034,1.993	0.755,131.633
304.210,3.607
142.835,7.122
256.141,1.819	3.408,96.930
5.372,77.666
74.311,7.724	0.822,53.956
97.380,0.463	2.064,42.453
0.121,61.759
274.240,1.792	15.450,129.084
0.622,142.080
2.182,163.213
490.085,5.118
17.350,0.897	0.201,64.443
16.493,7.195	0.667,70.839
37.127,0.282
345.178,1.269	4.370,64.612
46.928,0.212
346.923,0.693	11.786,29.578
295.420,3.221	4.292,309.103
65.048,3.621	0.791,107.269
25.635,3.601	1.503,187.984
47.706,0.757	2.762,67.975
0.114,34.584
68.156,15.830
153.343,2.285	2.645,61.409
187.940,4.104	3.783,73.036
92.768,1.014	1.690,84.398
61.655,13.953	0.813,415.693
0.168,114.621
408.388,4.300	7.269,345.184
0.636,20.974
668.383,7.103
6.193,132.704
1.199,413.639
92.651,5.785	5.293,128.800
7.187,75.601
384.829,1.554	34.462,68.618
1.733,71.664
7.550,85.933
1.331,111.451
50.539,1.150	1.801,17.618
15.930,22.027
371.954,1.297	6.405,88.987
43.443,0.478	1.312,45.393
86.889,2.428	3.001,122.273
0.385,22.085
204.381,3.164	4.058,204.062
0.106,16.144
71.140,6.579	1.771,391.211
0.917,224.589
354.449,0.416	4.697,28.685
115.395,1.404	1.856,48.864
0.111,101.556
33.428,1.259	1.165,86.163
262.203,0.426
13.064,14.961
627.674,0.297
97.413,2.012	2.646,115.960
0.614,130.156
42.183,0.166
65.650,1.570
98.595,0.182
142.019,2.779
184.067,0.792	2.506,58.043
3.877,504.883
186.129,0.322
77.183,1.317	1.831,91.687
229.623,0.327	7.284,20.846
99.728,0.435	1.391,40.435
60.680,0.407	0.958,38.230
66.687,0.858	2.873,67.415
1.777,173.314
104.214,5.503	1.194,262.635
125.412,12.315	1.588,275.342
33.189,1.978	5.760,106.659
46.927,0.036	1.367,3.130
30.700,2.578	0.868,100.060
43.376,1.480	1.245,81.189
197.069,0.301
40.498,1.205	0.603,63.545
64.682,0.601	4.534,49.569
3.025,21.346
272.051,0.418
59.832,2.167	0.657,105.146
0.121,54.574
128.570,1.683	1.662,32.253
38.182,1.215	0.492,89.405
613.013,0.062
145.933,0.125
18.778,10.555
147.439,0.224
118.860,0.983
385.832,0.627	7.631,39.450
104.323,3.610	2.785,72.369
328.409,0.758	6.764,64.077
178.772,3.782
328.409,1.493	8.685,64.077
109.588,0.641	1.099,40.195
2.219,47.682
100.828,3.957	2.425,90.298
316.773,2.796	11.008,127.390
1.119,32.543
226.044,1.070	3.085,29.667
414.909,1.297	4.627,62.814
19.555,5.147	0.238,36.045
2.571,126.012
161.516,1.344	7.210,100.560
41.316,0.245	0.725,3.161
178.843,4.916
0.581,49.972
346.268,6.151	5.036,60.167
267.188,0.153
207.095,2.471	2.911,93.621
98.732,0.359	5.940,20.144
3.959,91.862
76.837,2.462	1.863,35.958
1.323,310.662
195.381,0.382	6.864,36.298
0.514,83.816
1.784,98.477
126.691,5.119	3.580,473.193
0.140,275.318
121.642,1.346	20.048,129.438
24.567,4.633	0.792,303.405
17.624,1.053	0.328,19.526
93.637,0.371	1.266,28.085
277.111,1.123
46.849,1.132	0.656,74.924
54.433,3.391	1.291,150.302
37.758,2.083	0.590,145.642
124.736,2.763	1.340,166.697
219.380,3.143	2.260,162.783
0.213,185.648
154.061,2.680
439.806,5.782	6.806,277.384
96.873,3.050
95.265,1.262	1.316,55.646
248.513,0.526	6.534,29.687
59.056,0.647	1.170,63.755
60.088,1.299	0.603,47.346
