parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,1.794894,7.794414,01
2,2,01-10,01-10,2,94,5.791861,0.595996,10
2,2,01-10,01-10,2,6,-0.711212,6.909562,01
3,2,01-10,01-10,2,41,4.959137,-1.542538,10
3,2,01-10,01-10,2,59,0.620529,3.70869,01
4,2,01-10,01-10,2,28,6.610414,4.091752,10
4,2,01-10,01-10,2,72,0.109091,6.159713,01
5,2,01-10,01-10,2,50,5.911598,2.86996,10
5,2,01-10,01-10,2,50,0.04308,5.786295,01
6,1,10,10,1,100,6.616624,-0.478599,10
7,2,01-10,01-10,2,99,6.862368,0.581939,10
7,2,01-10,01-10,2,1,1.417458,5.955942,01
8,2,01-10,01-10,2,86,3.468188,0.132223,10
8,2,01-10,01-10,2,14,-3.124822,6.243064,01
9,1,01,01,1,100,-0.079188,6.399577,01
10,2,01-10,01-10,2,46,6.635688,3.585157,10
10,2,01-10,01-10,2,54,0.610833,7.10991,01
11,1,01,01,1,100,-1.762583,5.852938,01
12,1,01,01,1,100,-2.198364,6.608976,01
13,1,10,10,1,100,3.448259,-0.877854,10
14,2,01-10,01-10,2,84,-0.042236,6.644876,01
14,2,01-10,01-10,2,16,6.159713,1.010233,10
15,2,01-10,01-10,2,98,-0.021095,6.67842,01
15,2,01-10,01-10,2,2,6.17421,1.96353,10
16,1,01,01,1,100,-0.755091,7.008836,01
17,1,10,10,1,100,4.936774,0.469721,10
18,2,01-10,01-10,2,74,5.920289,1.320185,10
18,2,01-10,01-10,2,26,-0.167865,7.350005,01
19,1,10,10,1,100,7.320535,-2.873532,10
20,1,10,01-10,1,100,7.416132,0.435501,10
21,2,01-10,01-10,2,66,6.99924,-0.790915,10
21,2,01-10,01-10,2,34,1.4827,5.704285,01
22,2,01-10,01-10,2,61,-0.96146,6.99924,01
22,2,01-10,01-10,2,39,5.533721,0.806618,10
23,1,01,01,1,100,0.558221,7.551648,01
24,2,01-10,01-10,2,78,3.097395,3.284623,01
24,2,01-10,01-10,2,22,6.728422,-3.191397,10
25,1,01,01,1,100,-2.413917,6.198522,01
26,1,01,01,1,100,1.448627,6.033563,01
27,1,01,01,1,100,-2.117075,7.652798,01
28,1,01,01,1,100,0.78109,8.034501,01
29,2,01-10,01-10,2,22,6.659549,0.862342,10
