parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,1.7545790000000001,6.015246,01
2,2,01-10,01-10,2,28,3.142595,6.712115,01
2,2,01-10,01-10,2,72,6.749512,1.081439,10
3,1,10,01-10,1,100,6.06879,1.722777,10
4,2,01-10,01-10,2,98,6.624388,0.35162,10
4,2,01-10,01-10,2,2,1.807795,5.104183,01
5,2,01-10,01-10,2,83,-0.040536,6.097189,01
5,2,01-10,01-10,2,17,5.348635,1.768973,10
6,2,01-10,01-10,2,60,6.351656,0.502119,10
6,2,01-10,01-10,2,40,1.600047,5.878437,01
7,2,01-10,01-10,2,60,0.932548,7.259242,01
7,2,01-10,01-10,2,40,7.308359,3.841677,10
8,2,01-10,01-10,2,28,6.717538,-1.203336,10
8,2,01-10,01-10,2,72,0.408089,5.384644,01
9,2,01-10,01-10,2,79,6.754303,2.668695,10
9,2,01-10,01-10,2,21,4.283081,6.42356,01
10,2,01-10,01-10,2,83,7.048948,0.504516,10
10,2,01-10,01-10,2,17,2.290951,5.920673,01
11,1,01,01-10,1,100,-2.249163,6.765928,01
12,2,01-10,01-10,2,85,-0.127663,6.636018,01
12,2,01-10,01-10,2,15,6.155282,0.867782,10
13,2,01-10,01-10,2,94,0.11624,6.445317,01
13,2,01-10,01-10,2,6,5.252381,1.817194,10
14,2,01-10,01-10,2,72,6.379337,0.954115,10
14,2,01-10,01-10,2,28,1.36944,6.090255,01
15,1,01,01,1,100,0.502061,7.607277,01
16,2,01-10,01-10,2,42,1.302272,5.673633,01
16,2,01-10,01-10,2,58,7.390749,2.704866,10
17,2,01-10,01-10,2,42,0.04988,7.384921,01
17,2,01-10,01-10,2,58,6.300391,2.385197,10
18,2,01-10,01-10,2,79,1.804005,6.945779,01
18,2,01-10,01-10,2,21,7.977267,3.43085,10
19,1,10,10,1,100,6.536803,-2.171969,10
20,2,01-10,01-10,2,33,0.639541,5.531495,01
20,2,01-10,01-10,2,67,7.006389,-1.028018,10
21,2,01-10,01-10,2,96,7.607276,2.307806,10
21,2,01-10,01-10,2,4,1.982156,6.115569,01
22,2,01-10,01-10,2,88,5.349919,0.223648,10
22,2,01-10,01-10,2,12,1.295608,6.328608,01
23,2,01-10,01-10,2,76,0.763792,4.565981,01
23,2,01-10,01-10,2,24,5.931321,1.510146,10
24,2,01-10,01-10,2,36,7.999625,0.822061,10
24,2,01-10,01-10,2,64,1.572548,6.945779,01
25,2,01-10,01-10,2,79,7.553467,0.444154,10
25,2,01-10,01-10,2,21,1.431921,6.470574,01
26,2,01-10,01-10,2,95,1.235643,7.451029,01
26,2,01-10,01-10,2,5,6.657255,2.07473,10
27,2,01-10,01-10,2,89,2.684308,6.909262,01
27,2,01-10,01-10,2,11,6.41912,1.68148,10
28,2,01-10,01-10,2,91,-0.908244,7.466603,01
28,2,01-10,01-10,2,9,5.349455,2.557923,10
29,2,01-10,01-10,2,98,7.948198,0.109276,10
29,2,01-10,01-10,2,2,2.754305,6.056863,01
30,2,01-10,01-10,2,80,3.42651,6.98479,01
30,2,01-10,01-10,2,20,6.260732,1.392828,10
31,2,01-10,01-10,2,91,0.648614,8.316045,01
31,2,01-10,01-10,2,9,6.600353,1.902092,10
32,2,01-10,01-10,2,51,5.190292,1.535834,10
32,2,01-10,01-10,2,49,-1.329502,6.997962,01
33,2,01-10,01-10,2,45,2.549221,6.507998,01
33,2,01-10,01-10,2,55,7.781864,0.095498,10
34,2,01-10,01-10,2,82,8.071994,0.406783,10
34,2,01-10,01-10,2,18,2.339934,6.30109,01
35,2,01-10,01-10,2,68,1.043163,5.431435,01
35,2,01-10,01-10,2,32,7.29515,2.420859,10
36,2,01-10,01-10,2,32,6.358687,1.868583,10
36,2,01-10,01-10,2,68,1.413778,6.934004,01
37,2,01-10,01-10,2,86,-0.094718,6.097304,01
37,2,01-10,01-10,2,14,6.444853,1.110277,10
38,1,00,00,1,100,2.939038,4.585603,00
39,2,01-10,01-10,2,93,2.994852,8.577437,01
39,2,01-10,01-10,2,7,6.931814,3.060293,10
40,1,10,10,1,100,6.649226,1.092737,10
41,2,01-10,01-10,2,45,3.168061,6.751606,01
41,2,01-10,01-10,2,55,7.097476,3.472545,10
42,1,00,00,1,100,1.707597,4.5586,00
43,1,10,10,1,100,5.69084,-0.970478,10
44,1,00,00,1,100,4.827592,1.128735,00
45,2,01-10,01-10,2,87,-1.155792,6.547196,01
45,2,01-10,01-10,2,13,5.268915,1.704607,10
46,1,10,01-10,1,100,6.822714,-1.499977,10
47,1,10,01-10,1,100,6.637334,-1.715858,10
48,1,10,10,1,100,8.946186,2.199205,10
49,1,01,01,1,100,-1.036158,7.356035,01
50,2,10-11,10,2,99,8.900886,1.699279,10
50,2,10-11,10,2,1,3.871205,3.619405,11
51,1,10,10,1,100,7.83766,1.13367,10
52,2,01-10,01-10,2,85,6.530558,-0.065172,10
52,2,01-10,01-10,2,15,2.741954,6.533871,01
53,1,10,10,1,100,8.124852,3.164001,10
54,1,10,01-10,1,100,7.473436,-2.849096,10
55,2,01-10,01-10,2,80,6.451495,0.272885,10
55,2,01-10,01-10,2,20,-0.01262,4.918488,01
56,2,01-10,01-10,2,45,0.044311,7.67332,01
56,2,01-10,01-10,2,55,6.589893,1.327519,10
57,1,10,10,1,100,7.261338,-1.762568,10
58,2,01-10,01-10,2,83,5.921608,-0.337458,10
58,2,01-10,01-10,2,17,2.687591,5.988252,01
59,1,10,10,1,100,5.512782,-0.396519,10
60,1,01,01,1,100,-1.963863,5.42721,01
61,1,01,01,1,100,-0.721826,6.836248,01
62,1,01,01-10,1,100,0.105031,7.022018,01
63,2,01-10,01-10,2,43,8.103027,0.530831,10
63,2,01-10,01-10,2,57,1.530011,6.499373,01
64,1,10,10,1,100,5.448199,-3.071892,10
65,2,01-10,01-10,2,92,6.144441,1.558413,10
65,2,01-10,01-10,2,8,-0.105881,5.824965,01
66,1,10,10,1,100,8.008508,-0.955524,10
67,1,10,10,1,100,5.831368,1.371072,10
68,1,10,10,1,100,8.600784,1.159016,10
69,2,01-10,01-10,2,87,7.577231,1.194337,10
69,2,01-10,01-10,2,13,1.492755,6.334951,01
70,2,01-10,01-10,2,92,0.245165,7.970647,01
70,2,01-10,01-10,2,8,5.863777,1.433066,10
71,2,01-10,01-10,2,84,7.511006,1.396759,10
71,2,01-10,01-10,2,16,2.577287,7.449722,01
72,2,01-10,01-10,2,87,-0.418125,7.050336,01
72,2,01-10,01-10,2,13,5.878232,1.714217,10
73,2,01-10,01-10,2,99,5.19083,-1.851547,10
73,2,01-10,01-10,2,1,3.574692,4.565855,01
74,2,01-10,01-10,2,96,-0.115253,6.394719,01
74,2,01-10,01-10,2,4,6.246431,0.039879,10
75,2,01-10,01-10,2,88,-0.144001,6.455075,01
75,2,01-10,01-10,2,12,6.378443,0.648613,10
76,1,10,10,1,100,6.166754,1.230802,10
77,2,01-10,01-10,2,75,7.213707,2.38623,10
77,2,01-10,01-10,2,25,2.921107,6.956789,01
78,1,01,01,1,100,-0.77158,8.040011,01
79,1,10,10,1,100,4.585042,2.26897,10
80,1,01,01,1,100,-0.192506,4.902749,01
81,2,01-10,01-10,2,69,6.328266,0.883609,10
81,2,01-10,01-10,2,31,2.245105,6.594553,01
82,1,01,01,1,100,-2.165955,6.993907,01
83,2,01-10,01-10,2,88,-0.235476,7.117324,01
83,2,01-10,01-10,2,12,6.330545,1.534447,10
84,2,01-10,01-10,2,34,-1.046438,5.511875,01
84,2,01-10,01-10,2,66,5.3555720000000004,2.067863,10
85,2,01-10,01-10,2,69,6.144455,-1.437577,10
85,2,01-10,01-10,2,31,-0.174934,4.752944,01
86,2,01-10,01-10,2,96,7.825472,0.789442,10
86,2,01-10,01-10,2,4,3.919461,3.750421,01
87,1,00,00,1,100,0.900914,3.819384,00
88,1,01,01,1,100,2.664481,7.735114,01
89,1,01,01,1,100,-4.477673,7.778802,01
90,1,10,10,1,100,6.332279,1.075163,10
91,2,01-10,01-10,2,16,6.474983,1.439765,10
91,2,01-10,01-10,2,84,0.346056,8.035713,01
92,1,01,01,1,100,-1.591155,5.351404,01
93,1,10,10,1,100,8.626602,-1.148469,10
94,2,01-10,01-10,2,48,6.82522,3.890933,10
94,2,01-10,01-10,2,52,0.903547,7.060262,01
95,2,01-10,01-10,2,4,6.396139,1.557513,10
95,2,01-10,01-10,2,96,-0.166216,7.898273,01
96,1,10,10,1,100,6.260197,1.034575,10
97,1,01,01,1,100,2.902954,8.344045,01
98,2,01-10,01-10,2,67,6.406213,-0.950976,10
98,2,01-10,01-10,2,33,1.567586,5.108282,01
99,2,01-10,01-10,2,82,6.213379,-0.46348,10
99,2,01-10,01-10,2,18,0.323638,6.171149,01
100,1,01,01,1,100,2.879101,8.803877,01
101,1,01,01,1,100,1.444448,7.841044,01
102,2,01-10,01-10,2,20,6.064274,1.157161,10
102,2,01-10,01-10,2,80,-0.109781,7.414539,01
103,2,01-10,01-10,2,46,3.12306,5.773747,01
103,2,01-10,01-10,2,54,7.015688,-0.663912,10
104,1,10,01-10,1,100,7.617484,-2.643381,10
105,1,01,01,1,100,1.62487,6.192663,01
106,1,01,01,1,100,-0.77498,3.217212,01
107,1,10,10,1,100,8.97006,-0.032711,10
108,1,10,10,1,100,5.466767,-1.048002,10
109,2,01-10,01-10,2,78,7.063929,1.694677,10
109,2,01-10,01-10,2,22,1.384671,6.762263,01
110,1,01,01-10,1,100,3.907006,1.38701,01
111,2,01-10,01-10,2,17,1.355868,4.281822,01
111,2,01-10,01-10,2,83,5.714795,1.283297,10
112,1,10,10,1,100,6.664723,-2.672314,10
113,1,01,01,1,100,-1.76231,6.948924,01
114,2,01-10,01-10,2,71,7.530411,-1.270973,10
114,2,01-10,01-10,2,29,1.639099,5.254736,01
115,1,10,10,1,100,9.713293,1.510053,10
116,1,10,10,1,100,6.426561,-5.429517,10
117,1,01,01,1,100,0.286474,6.671702,01
118,2,01-10,01-10,2,97,0.193121,6.473177,01
118,2,01-10,01-10,2,3,5.669126,2.080605,10
119,1,01,01,1,100,4.419871,8.506817,01
120,1,10,10,1,100,6.354428,-3.16311,10
121,2,01-10,01-10,2,86,7.191636,0.179983,10
121,2,01-10,01-10,2,14,0.57267,5.629507,01
122,2,01-10,01-10,2,11,5.467919,2.22592,10
122,2,01-10,01-10,2,89,-1.068642,7.637377,01
123,1,01,01,1,100,-0.515142,7.479727,01
124,2,01-10,01-10,2,98,5.4274,0.995034,10
124,2,01-10,01-10,2,2,-0.406029,6.993859,01
125,1,10,10,1,100,8.248922,1.850954,10
126,1,10,10,1,100,7.158134,2.832315,10
127,2,01-10,01-10,2,43,1.769202,6.598866,01
127,2,01-10,01-10,2,57,8.000796,0.863043,10
128,1,11,11,1,100,2.425447,6.447097,11
129,2,01-10,01-10,2,30,-0.159657,5.7537,01
129,2,01-10,01-10,2,70,6.215497,2.949391,10
130,2,01-10,01-10,2,25,1.045663,5.407806,01
130,2,01-10,01-10,2,75,6.605559,-1.109562,10
131,1,01,01,1,100,-3.047776,5.948583,01
132,2,01-10,01-10,2,46,8.099273,0.841352,10
132,2,01-10,01-10,2,54,3.949529,7.008616,01
133,1,01,01,1,100,-0.68619,7.150559,01
134,1,01,01,1,100,1.125389,7.350613,01
135,1,10,10,1,100,8.93688,2.355416,10
136,2,01-10,01-10,2,72,4.116878,-0.156355,10
136,2,01-10,01-10,2,28,-2.312314,6.009961,01
137,1,01,01-10,1,100,-0.583466,6.146462,01
138,1,10,10,1,100,5.214397,3.237978,10
139,2,01-10,01-10,2,33,2.137048,6.013723,01
139,2,01-10,01-10,2,67,8.431198,0.343975,10
140,1,10,10,1,100,5.552391,-0.287612,10
141,2,01-10,01-10,2,24,3.558956,4.740731,01
141,2,01-10,01-10,2,76,8.437904,-0.529097,10
142,2,01-10,01-10,2,44,2.101653,8.271941,01
142,2,01-10,01-10,2,56,8.206627,1.687741,10
143,2,01-10,01-10,2,91,-0.338847,6.745084,01
143,2,01-10,01-10,2,9,6.023434,1.864772,10
144,2,01-10,01-10,2,27,4.678829,1.848487,10
144,2,01-10,01-10,2,73,0.588217,7.547714,01
145,2,01-10,01-10,2,67,5.576098,-0.401184,10
145,2,01-10,01-10,2,33,1.465794,6.086379,01
146,1,01,01,1,100,-3.136955,5.112053,01
147,1,11,11,1,100,7.730416,3.984622,11
148,2,01-10,01-10,2,71,1.403273,5.940374,01
148,2,01-10,01-10,2,29,7.260621,1.192288,10
149,2,01-10,01-10,2,88,7.554123,2.037169,10
149,2,01-10,01-10,2,12,1.930548,6.190539,01
150,2,01-10,01-10,2,71,0.757255,6.399134,01
150,2,01-10,01-10,2,29,6.53555,0.026993,10
151,1,01,01-10,1,100,-0.298098,8.699371,01
152,1,01,01,1,100,-2.575741,6.840725,01
153,2,01-10,01-10,2,60,2.861743,8.431219,01
153,2,01-10,01-10,2,40,8.673802,2.104199,10
154,1,01,01,1,100,-0.652106,4.390506,01
155,1,10,10,1,100,9.38453,2.828389,10
156,2,01-11,01,2,52,2.630636,7.052062,01
156,2,01-11,01,2,48,6.057619,3.311067,11
157,1,01,01,1,100,0.261726,8.692231,01
158,2,01-10,01-10,2,78,2.404242,7.008983,01
158,2,01-10,01-10,2,22,6.533739,2.532737,10
159,1,01,01,1,100,2.845334,6.106415,01
160,1,10,01-10,1,100,8.588073,0.635609,10
161,1,01,01,1,100,0.793596,6.163181,01
162,1,01,01,1,100,2.916429,6.411099,01
163,1,01,01,1,100,0.412145,6.800272,01
164,2,01-10,01-10,2,77,0.848817,4.138951,01
164,2,01-10,01-10,2,23,5.659332,0.20521,10
165,1,00,00,1,100,3.978152,4.383595,00
166,2,01-10,01-10,2,98,8.538983,0.374764,10
166,2,01-10,01-10,2,2,2.67963,6.460205,01
167,2,01-10,01-10,2,99,0.39217,5.50441,01
167,2,01-10,01-10,2,1,5.441026,0.621731,10
168,2,01-10,01-10,2,95,1.585556,6.933962,01
168,2,01-10,01-10,2,5,6.433768,1.280577,10
169,1,01,01,1,100,-1.36056,4.465019,01
170,2,01-10,01-10,2,90,7.67512,1.66163,10
170,2,01-10,01-10,2,10,2.020716,7.509859,01
171,1,01,01,1,100,-0.441205,4.012912,01
172,2,01-10,01-10,2,79,0.824413,8.611802,01
172,2,01-10,01-10,2,21,6.152594,2.717859,10
173,1,01,01,1,100,-0.125383,7.81114,01
174,2,01-10,01-10,2,76,8.469433,-1.264376,10
174,2,01-10,01-10,2,24,2.231663,4.842212,01
175,2,01-10,01-10,2,98,6.850432,0.489476,10
175,2,01-10,01-10,2,2,1.761962,5.61026,01
176,1,01,01,1,100,-3.167715,6.666133,01
177,1,01,01-10,1,100,0.220888,6.429002,01
178,1,10,10,1,100,8.03454,-1.231031,10
179,1,00,00,1,100,3.707223,3.430365,00
180,1,10,10,1,100,9.293874,-1.752741,10
181,2,01-10,01-10,2,66,6.606044,1.008962,10
181,2,01-10,01-10,2,34,1.403841,6.85749,01
182,1,01,01,1,100,-0.703013,7.024104,01
183,1,10,10,1,100,5.398584,-1.729152,10
184,1,10,10,1,100,6.036722,0.650532,10
185,1,10,10,1,100,6.623445,-2.45473,10
186,1,10,10,1,100,7.149938,1.474472,10
187,2,01-10,01-10,2,81,7.524085,-0.335692,10
187,2,01-10,01-10,2,19,1.328267,5.859047,01
188,1,01,01,1,100,1.955056,8.979807,01
189,1,10,10,1,100,7.540158,-1.634977,10
190,2,01-10,01-10,2,57,6.270205,0.396737,10
190,2,01-10,01-10,2,43,0.872697,6.518652,01
191,2,01-10,01-10,2,41,7.843121,-1.612588,10
191,2,01-10,01-10,2,59,2.864732,4.381661,01
192,2,01-10,01-10,2,29,0.482035,5.337542,01
192,2,01-10,01-10,2,71,6.639932,-1.202061,10
193,1,10,01-10,1,100,5.923138,-1.297875,10
194,2,01-10,01-10,2,70,1.522555,6.075002,01
194,2,01-10,01-10,2,30,6.059325,-0.220245,10
195,1,01,01,1,100,0.829271,7.437247,01
196,2,01-10,01-10,2,54,6.703401,2.460223,10
196,2,01-10,01-10,2,46,0.255353,8.036912,01
197,2,01-10,01-10,2,83,0.667253,8.105083,01
197,2,01-10,01-10,2,17,6.969072,3.622311,10
198,2,01-10,01-10,2,68,5.052632,0.984262,10
198,2,01-10,01-10,2,32,2.525958,6.735539,01
199,1,10,01-10,1,100,5.552339,-4.77444,10
200,2,01-10,01-10,2,97,-0.204024,6.644725,01
200,2,01-10,01-10,2,3,4.936063,1.372629,10
201,2,01-10,01-10,2,19,5.438821,0.566149,10
201,2,01-10,01-10,2,81,0.316639,6.343221,01
202,1,10,10,1,100,7.622554,-1.733197,10
203,2,01-10,01-10,2,79,5.339777,0.281202,10
203,2,01-10,01-10,2,21,-0.499071,5.98971,01
204,2,01-10,01-10,2,59,6.015303,-0.725244,10
204,2,01-10,01-10,2,41,2.183865,5.631363,01
205,1,01,01,1,100,2.945831,4.415872,01
206,1,10,10,1,100,8.087733,-1.258988,10
207,2,01-10,01-10,2,39,5.902845,1.166592,10
207,2,01-10,01-10,2,61,-0.605667,6.716251,01
208,1,01,01,1,100,-3.000006,5.770153,01
209,2,01-10,01-10,2,72,0.732916,5.011343,01
209,2,01-10,01-10,2,28,7.006331,0.751129,10
210,2,01-10,01-10,2,61,5.254805,0.280627,10
210,2,01-10,01-10,2,39,-1.022474,6.482288,01
211,1,10,10,1,100,9.259772,-4.01662,10
212,1,10,10,1,100,7.189159,-3.002869,10
213,1,00,00,1,100,4.228633,3.375416,00
214,1,10,10,1,100,7.203976,-2.16072,10
215,1,10,10,1,100,6.893121,-0.024634,10
216,2,01-10,01-10,2,88,8.591828,-0.672616,10
216,2,01-10,01-10,2,12,2.976792,5.301957,01
217,2,01-10,01-10,2,87,6.704916,1.852015,10
217,2,01-10,01-10,2,13,1.477904,6.175121,01
218,2,01-10,01-10,2,93,8.359349,-0.399292,10
218,2,01-10,01-10,2,7,2.761212,6.001739,01
219,1,10,10,1,100,7.481973,1.919161,10
220,2,01-10,01-10,2,93,8.359349,0.578311,10
220,2,01-10,01-10,2,7,3.119497,6.001644,01
221,2,01-10,01-10,2,18,6.775939,-0.641075,10
221,2,01-10,01-10,2,82,0.13602,5.328941,01
222,1,01,01,1,100,1.150166,5.575388,01
223,2,01-10,01-10,2,10,1.279742,6.49636,01
223,2,01-10,01-10,2,90,6.655755,1.984222,10
224,2,01-10,01-10,2,18,3.460473,6.974609,01
224,2,01-10,01-10,2,82,8.30715,1.483356,10
225,1,01,01,1,100,0.161941,5.024293,01
226,2,01-10,01-10,2,78,7.82046,0.097695,10
226,2,01-10,01-10,2,22,1.625573,4.890793,01
227,2,01-10,01-10,2,94,8.696651,0.375706,10
227,2,01-10,01-10,2,6,2.210464,5.947148,01
